t_s,U1_mV,U2_mV,U3_mV
0.403462,288011.502,-274914.235,-13097.267
0.403590,293864.527,-267691.237,-26173.290
0.403718,299240.903,-260034.044,-39206.860
0.403846,304131.910,-251955.074,-52176.836
0.403974,308529.613,-243467.432,-65062.181
0.404103,312426.880,-234584.885,-77841.995
0.404231,315817.390,-225321.840,-90495.549
0.404359,318695.643,-215693.323,-103002.319
0.404487,321056.970,-205714.950,-115342.019
0.404615,322897.541,-195402.907,-127494.634
0.404744,324214.372,-184773.920,-139440.452
0.404872,325005.325,-173845.229,-151160.097
0.405000,325269.119,-162634.560,-162634.560
0.405128,325005.325,-151160.097,-173845.229
0.405256,324214.372,-139440.452,-184773.920
0.405385,322897.541,-127494.634,-195402.907
0.405513,321056.970,-115342.019,-205714.950
0.405641,318695.643,-103002.319,-215693.323
0.405769,315817.390,-90495.549,-225321.840
0.405897,312426.880,-77841.995,-234584.885
0.406026,308529.613,-65062.181,-243467.432
0.406154,304131.910,-52176.836,-251955.074
0.406282,299240.903,-39206.860,-260034.044
0.406410,293864.527,-26173.290,-267691.237
0.406538,288011.502,-13097.267,-274914.235
0.406667,281691.320,-0.000,-281691.320
0.406795,274914.235,13097.267,-288011.502
0.406923,267691.237,26173.290,-293864.527
0.407051,260034.044,39206.860,-299240.903
0.407179,251955.074,52176.836,-304131.910
0.407308,243467.432,65062.181,-308529.613
0.407436,234584.885,77841.995,-312426.880
0.407564,225321.840,90495.549,-315817.390
0.407692,215693.323,103002.319,-318695.643
0.407821,205714.950,115342.019,-321056.970
0.407949,195402.907,127494.634,-322897.541
0.408077,184773.920,139440.452,-324214.372
0.408205,173845.229,151160.097,-325005.325
0.408333,162634.560,162634.560,-325269.119
0.408462,151160.097,173845.229,-325005.325
0.408590,139440.452,184773.920,-324214.372
0.408718,127494.634,195402.907,-322897.541
0.408846,115342.019,205714.950,-321056.970
0.408974,103002.319,215693.323,-318695.643
0.409103,90495.549,225321.840,-315817.390
0.409231,77841.995,234584.885,-312426.880
0.409359,65062.181,243467.432,-308529.613
0.409487,52176.836,251955.074,-304131.910
0.409615,39206.860,260034.044,-299240.903
0.409744,26173.290,267691.237,-293864.527
0.409872,13097.267,274914.235,-288011.502
0.410000,0.000,281691.320,-281691.320
0.410128,-13097.267,288011.502,-274914.235
0.410256,-26173.290,293864.527,-267691.237
0.410385,-39206.860,299240.903,-260034.044
0.410513,-52176.836,304131.910,-251955.074
0.410641,-65062.181,308529.613,-243467.432
0.410769,-77841.995,312426.880,-234584.885
0.410897,-90495.549,315817.390,-225321.840
0.411026,-103002.319,318695.643,-215693.323
0.411154,-115342.019,321056.970,-205714.950
0.411282,-127494.634,322897.541,-195402.907
0.411410,-139440.452,324214.372,-184773.920
0.411538,-151160.097,325005.325,-173845.229
0.411667,-162634.560,325269.119,-162634.560
0.411795,-173845.229,325005.325,-151160.097
0.411923,-184773.920,324214.372,-139440.452
0.412051,-195402.907,322897.541,-127494.634
0.412179,-205714.950,321056.970,-115342.019
0.412308,-215693.323,318695.643,-103002.319
0.412436,-225321.840,315817.390,-90495.549
0.412564,-234584.885,312426.880,-77841.995
0.412692,-243467.432,308529.613,-65062.181
0.412821,-251955.074,304131.910,-52176.836
0.412949,-260034.044,299240.903,-39206.860
0.413077,-267691.237,293864.527,-26173.290
0.413205,-274914.235,288011.502,-13097.267
0.413333,-281691.320,281691.320,-0.000
0.413462,-288011.502,274914.235,13097.267
0.413590,-293864.527,267691.237,26173.290
0.413718,-299240.903,260034.044,39206.860
0.413846,-304131.910,251955.074,52176.836
0.413974,-308529.613,243467.432,65062.181
0.414103,-312426.880,234584.885,77841.995
0.414231,-315817.390,225321.840,90495.549
0.414359,-318695.643,215693.323,103002.319
0.414487,-321056.970,205714.950,115342.019
0.414615,-322897.541,195402.907,127494.634
0.414744,-324214.372,184773.920,139440.452
0.414872,-325005.325,173845.229,151160.097
0.415000,-325269.119,162634.560,162634.560
0.415128,-325005.325,151160.097,173845.229
0.415256,-324214.372,139440.452,184773.920
0.415385,-322897.541,127494.634,195402.907
0.415513,-321056.970,115342.019,205714.950
0.415641,-318695.643,103002.319,215693.323
0.415769,-315817.390,90495.549,225321.840
0.415897,-312426.880,77841.995,234584.885
0.416026,-308529.613,65062.181,243467.432
0.416154,-304131.910,52176.836,251955.074
0.416282,-299240.903,39206.860,260034.044
0.416410,-293864.527,26173.290,267691.237
0.416538,-288011.502,13097.267,274914.235
0.416667,-281691.320,0.000,281691.320
0.416795,-274914.235,-13097.267,288011.502
0.416923,-267691.237,-26173.290,293864.527
0.417051,-260034.044,-39206.860,299240.903
0.417179,-251955.074,-52176.836,304131.910
0.417308,-243467.432,-65062.181,308529.613
0.417436,-234584.885,-77841.995,312426.880
0.417564,-225321.840,-90495.549,315817.390
0.417692,-215693.323,-103002.319,318695.643
0.417821,-205714.950,-115342.019,321056.970
0.417949,-195402.907,-127494.634,322897.541
0.418077,-184773.920,-139440.452,324214.372
0.418205,-173845.229,-151160.097,325005.325
0.418333,-162634.560,-162634.560,325269.119
0.418462,-151160.097,-173845.229,325005.325
0.418590,-139440.452,-184773.920,324214.372
0.418718,-127494.634,-195402.907,322897.541
0.418846,-115342.019,-205714.950,321056.970
0.418974,-103002.319,-215693.323,318695.643
0.419103,-90495.549,-225321.840,315817.390
0.419231,-77841.995,-234584.885,312426.880
0.419359,-65062.181,-243467.432,308529.613
0.419487,-52176.836,-251955.074,304131.910
0.419615,-39206.860,-260034.044,299240.903
0.419744,-26173.290,-267691.237,293864.527
0.419872,-13097.267,-274914.235,288011.502
0.420000,-0.000,-281691.320,281691.320
0.420128,13097.267,-288011.502,274914.235
0.420256,26173.290,-293864.527,267691.237
0.420385,39206.860,-299240.903,260034.044
0.420513,52176.836,-304131.910,251955.074
0.420641,65062.181,-308529.613,243467.432
0.420769,77841.995,-312426.880,234584.885
0.420897,90495.549,-315817.390,225321.840
0.421026,103002.319,-318695.643,215693.323
0.421154,115342.019,-321056.970,205714.950
0.421282,127494.634,-322897.541,195402.907
0.421410,139440.452,-324214.372,184773.920
0.421538,151160.097,-325005.325,173845.229
0.421667,162634.560,-325269.119,162634.560
0.421795,173845.229,-325005.325,151160.097
0.421923,184773.920,-324214.372,139440.452
0.422051,195402.907,-322897.541,127494.634
0.422179,205714.950,-321056.970,115342.019
0.422308,215693.323,-318695.643,103002.319
0.422436,225321.840,-315817.390,90495.549
0.422564,234584.885,-312426.880,77841.995
0.422692,243467.432,-308529.613,65062.181
0.422821,251955.074,-304131.910,52176.836
0.422949,260034.044,-299240.903,39206.860
0.423077,267691.237,-293864.527,26173.290
0.423205,274914.235,-288011.502,13097.267
0.423333,281691.320,-281691.320,0.000
0.423462,288011.502,-274914.235,-13097.267
0.423590,293864.527,-267691.237,-26173.290
0.423718,299240.903,-260034.044,-39206.860
0.423846,304131.910,-251955.074,-52176.836
0.423974,308529.613,-243467.432,-65062.181
0.424103,312426.880,-234584.885,-77841.995
0.424231,315817.390,-225321.840,-90495.549
0.424359,318695.643,-215693.323,-103002.319
0.424487,321056.970,-205714.950,-115342.019
0.424615,322897.541,-195402.907,-127494.634
0.424744,324214.372,-184773.920,-139440.452
0.424872,325005.325,-173845.229,-151160.097
0.425000,325269.119,-162634.560,-162634.560
0.425128,325005.325,-151160.097,-173845.229
0.425256,324214.372,-139440.452,-184773.920
0.425385,322897.541,-127494.634,-195402.907
0.425513,321056.970,-115342.019,-205714.950
0.425641,318695.643,-103002.319,-215693.323
0.425769,315817.390,-90495.549,-225321.840
0.425897,312426.880,-77841.995,-234584.885
0.426026,308529.613,-65062.181,-243467.432
0.426154,304131.910,-52176.836,-251955.074
0.426282,299240.903,-39206.860,-260034.044
0.426410,293864.527,-26173.290,-267691.237
0.426538,288011.502,-13097.267,-274914.235
0.426667,281691.320,-0.000,-281691.320
0.426795,274914.235,13097.267,-288011.502
0.426923,267691.237,26173.290,-293864.527
0.427051,260034.044,39206.860,-299240.903
0.427179,251955.074,52176.836,-304131.910
0.427308,243467.432,65062.181,-308529.613
0.427436,234584.885,77841.995,-312426.880
0.427564,225321.840,90495.549,-315817.390
0.427692,215693.323,103002.319,-318695.643
0.427821,205714.950,115342.019,-321056.970
0.427949,195402.907,127494.634,-322897.541
0.428077,184773.920,139440.452,-324214.372
0.428205,173845.229,151160.097,-325005.325
0.428333,162634.560,162634.560,-325269.119
0.428462,151160.097,173845.229,-325005.325
0.428590,139440.452,184773.920,-324214.372
0.428718,127494.634,195402.907,-322897.541
0.428846,115342.019,205714.950,-321056.970
0.428974,103002.319,215693.323,-318695.643
0.429103,90495.549,225321.840,-315817.390
0.429231,77841.995,234584.885,-312426.880
0.429359,65062.181,243467.432,-308529.613
0.429487,52176.836,251955.074,-304131.910
0.429615,39206.860,260034.044,-299240.903
0.429744,26173.290,267691.237,-293864.527
0.429872,13097.267,274914.235,-288011.502
0.430000,0.000,281691.320,-281691.320
0.430128,-13097.267,288011.502,-274914.235
0.430256,-26173.290,293864.527,-267691.237
0.430385,-39206.860,299240.903,-260034.044
0.430513,-52176.836,304131.910,-251955.074
0.430641,-65062.181,308529.613,-243467.432
0.430769,-77841.995,312426.880,-234584.885
0.430897,-90495.549,315817.390,-225321.840
0.431026,-103002.319,318695.643,-215693.323
0.431154,-115342.019,321056.970,-205714.950
0.431282,-127494.634,322897.541,-195402.907
0.431410,-139440.452,324214.372,-184773.920
0.431538,-151160.097,325005.325,-173845.229
0.431667,-162634.560,325269.119,-162634.560
0.431795,-173845.229,325005.325,-151160.097
0.431923,-184773.920,324214.372,-139440.452
0.432051,-195402.907,322897.541,-127494.634
0.432179,-205714.950,321056.970,-115342.019
0.432308,-215693.323,318695.643,-103002.319
0.432436,-225321.840,315817.390,-90495.549
0.432564,-234584.885,312426.880,-77841.995
0.432692,-243467.432,308529.613,-65062.181
0.432821,-251955.074,304131.910,-52176.836
0.432949,-260034.044,299240.903,-39206.860
0.433077,-267691.237,293864.527,-26173.290
0.433205,-274914.235,288011.502,-13097.267
0.433333,-281691.320,281691.320,-0.000
0.433462,-288011.502,274914.235,13097.267
0.433590,-293864.527,267691.237,26173.290
0.433718,-299240.903,260034.044,39206.860
0.433846,-304131.910,251955.074,52176.836
0.433974,-308529.613,243467.432,65062.181
0.434103,-312426.880,234584.885,77841.995
0.434231,-315817.390,225321.840,90495.549
0.434359,-318695.643,215693.323,103002.319
0.434487,-321056.970,205714.950,115342.019
0.434615,-322897.541,195402.907,127494.634
0.434744,-324214.372,184773.920,139440.452
0.434872,-325005.325,173845.229,151160.097
0.435000,-325269.119,162634.560,162634.560
0.435128,-325005.325,151160.097,173845.229
0.435256,-324214.372,139440.452,184773.920
0.435385,-322897.541,127494.634,195402.907
0.435513,-321056.970,115342.019,205714.950
0.435641,-318695.643,103002.319,215693.323
0.435769,-315817.390,90495.549,225321.840
0.435897,-312426.880,77841.995,234584.885
0.436026,-308529.613,65062.181,243467.432
0.436154,-304131.910,52176.836,251955.074
0.436282,-299240.903,39206.860,260034.044
0.436410,-293864.527,26173.290,267691.237
0.436538,-288011.502,13097.267,274914.235
0.436667,-281691.320,0.000,281691.320
0.436795,-274914.235,-13097.267,288011.502
0.436923,-267691.237,-26173.290,293864.527
0.437051,-260034.044,-39206.860,299240.903
0.437179,-251955.074,-52176.836,304131.910
0.437308,-243467.432,-65062.181,308529.613
0.437436,-234584.885,-77841.995,312426.880
0.437564,-225321.840,-90495.549,315817.390
0.437692,-215693.323,-103002.319,318695.643
0.437821,-205714.950,-115342.019,321056.970
0.437949,-195402.907,-127494.634,322897.541
0.438077,-184773.920,-139440.452,324214.372
0.438205,-173845.229,-151160.097,325005.325
0.438333,-162634.560,-162634.560,325269.119
0.438462,-151160.097,-173845.229,325005.325
0.438590,-139440.452,-184773.920,324214.372
0.438718,-127494.634,-195402.907,322897.541
0.438846,-115342.019,-205714.950,321056.970
0.438974,-103002.319,-215693.323,318695.643
0.439103,-90495.549,-225321.840,315817.390
0.439231,-77841.995,-234584.885,312426.880
0.439359,-65062.181,-243467.432,308529.613
0.439487,-52176.836,-251955.074,304131.910
0.439615,-39206.860,-260034.044,299240.903
0.439744,-26173.290,-267691.237,293864.527
0.439872,-13097.267,-274914.235,288011.502
0.440000,-0.000,-281691.320,281691.320
0.440128,13097.267,-288011.502,274914.235
0.440256,26173.290,-293864.527,267691.237
0.440385,39206.860,-299240.903,260034.044
0.440513,52176.836,-304131.910,251955.074
0.440641,65062.181,-308529.613,243467.432
0.440769,77841.995,-312426.880,234584.885
0.440897,90495.549,-315817.390,225321.840
0.441026,103002.319,-318695.643,215693.323
0.441154,115342.019,-321056.970,205714.950
0.441282,127494.634,-322897.541,195402.907
0.441410,139440.452,-324214.372,184773.920
0.441538,151160.097,-325005.325,173845.229
0.441667,162634.560,-325269.119,162634.560
0.441795,173845.229,-325005.325,151160.097
0.441923,184773.920,-324214.372,139440.452
0.442051,195402.907,-322897.541,127494.634
0.442179,205714.950,-321056.970,115342.019
0.442308,215693.323,-318695.643,103002.319
0.442436,225321.840,-315817.390,90495.549
0.442564,234584.885,-312426.880,77841.995
0.442692,243467.432,-308529.613,65062.181
0.442821,251955.074,-304131.910,52176.836
0.442949,260034.044,-299240.903,39206.860
0.443077,267691.237,-293864.527,26173.290
0.443205,274914.235,-288011.502,13097.267
0.443333,281691.320,-281691.320,0.000
0.443462,288011.502,-274914.235,-13097.267
0.443590,293864.527,-267691.237,-26173.290
0.443718,299240.903,-260034.044,-39206.860
0.443846,304131.910,-251955.074,-52176.836
0.443974,308529.613,-243467.432,-65062.181
0.444103,312426.880,-234584.885,-77841.995
0.444231,315817.390,-225321.840,-90495.549
0.444359,318695.643,-215693.323,-103002.319
0.444487,321056.970,-205714.950,-115342.019
0.444615,322897.541,-195402.907,-127494.634
0.444744,324214.372,-184773.920,-139440.452
0.444872,325005.325,-173845.229,-151160.097
0.445000,325269.119,-162634.560,-162634.560
0.445128,325005.325,-151160.097,-173845.229
0.445256,324214.372,-139440.452,-184773.920
0.445385,322897.541,-127494.634,-195402.907
0.445513,321056.970,-115342.019,-205714.950
0.445641,318695.643,-103002.319,-215693.323
0.445769,315817.390,-90495.549,-225321.840
0.445897,312426.880,-77841.995,-234584.885
0.446026,308529.613,-65062.181,-243467.432
0.446154,304131.910,-52176.836,-251955.074
0.446282,299240.903,-39206.860,-260034.044
0.446410,293864.527,-26173.290,-267691.237
0.446538,288011.502,-13097.267,-274914.235
0.446667,281691.320,-0.000,-281691.320
0.446795,274914.235,13097.267,-288011.502
0.446923,267691.237,26173.290,-293864.527
0.447051,260034.044,39206.860,-299240.903
0.447179,251955.074,52176.836,-304131.910
0.447308,243467.432,65062.181,-308529.613
0.447436,234584.885,77841.995,-312426.880
0.447564,225321.840,90495.549,-315817.390
0.447692,215693.323,103002.319,-318695.643
0.447821,205714.950,115342.019,-321056.970
0.447949,195402.907,127494.634,-322897.541
0.448077,184773.920,139440.452,-324214.372
0.448205,173845.229,151160.097,-325005.325
0.448333,162634.560,162634.560,-325269.119
0.448462,151160.097,173845.229,-325005.325
0.448590,139440.452,184773.920,-324214.372
0.448718,127494.634,195402.907,-322897.541
0.448846,115342.019,205714.950,-321056.970
0.448974,103002.319,215693.323,-318695.643
0.449103,90495.549,225321.840,-315817.390
0.449231,77841.995,234584.885,-312426.880
0.449359,65062.181,243467.432,-308529.613
0.449487,52176.836,251955.074,-304131.910
0.449615,39206.860,260034.044,-299240.903
0.449744,26173.290,267691.237,-293864.527
0.449872,13097.267,274914.235,-288011.502
0.450000,0.000,281691.320,-281691.320
0.450128,-13097.267,288011.502,-274914.235
0.450256,-26173.290,293864.527,-267691.237
0.450385,-39206.860,299240.903,-260034.044
0.450513,-52176.836,304131.910,-251955.074
0.450641,-65062.181,308529.613,-243467.432
0.450769,-77841.995,312426.880,-234584.885
0.450897,-90495.549,315817.390,-225321.840
0.451026,-103002.319,318695.643,-215693.323
0.451154,-115342.019,321056.970,-205714.950
0.451282,-127494.634,322897.541,-195402.907
0.451410,-139440.452,324214.372,-184773.920
0.451538,-151160.097,325005.325,-173845.229
0.451667,-162634.560,325269.119,-162634.560
0.451795,-173845.229,325005.325,-151160.097
0.451923,-184773.920,324214.372,-139440.452
0.452051,-195402.907,322897.541,-127494.634
0.452179,-205714.950,321056.970,-115342.019
0.452308,-215693.323,318695.643,-103002.319
0.452436,-225321.840,315817.390,-90495.549
0.452564,-234584.885,312426.880,-77841.995
0.452692,-243467.432,308529.613,-65062.181
0.452821,-251955.074,304131.910,-52176.836
0.452949,-260034.044,299240.903,-39206.860
0.453077,-267691.237,293864.527,-26173.290
0.453205,-274914.235,288011.502,-13097.267
0.453333,-281691.320,281691.320,-0.000
0.453462,-288011.502,274914.235,13097.267
0.453590,-293864.527,267691.237,26173.290
0.453718,-299240.903,260034.044,39206.860
0.453846,-304131.910,251955.074,52176.836
0.453974,-308529.613,243467.432,65062.181
0.454103,-312426.880,234584.885,77841.995
0.454231,-315817.390,225321.840,90495.549
0.454359,-318695.643,215693.323,103002.319
0.454487,-321056.970,205714.950,115342.019
0.454615,-322897.541,195402.907,127494.634
0.454744,-324214.372,184773.920,139440.452
0.454872,-325005.325,173845.229,151160.097
0.455000,-325269.119,162634.560,162634.560
0.455128,-325005.325,151160.097,173845.229
0.455256,-324214.372,139440.452,184773.920
0.455385,-322897.541,127494.634,195402.907
0.455513,-321056.970,115342.019,205714.950
0.455641,-318695.643,103002.319,215693.323
0.455769,-315817.390,90495.549,225321.840
0.455897,-312426.880,77841.995,234584.885
0.456026,-308529.613,65062.181,243467.432
0.456154,-304131.910,52176.836,251955.074
0.456282,-299240.903,39206.860,260034.044
0.456410,-293864.527,26173.290,267691.237
0.456538,-288011.502,13097.267,274914.235
0.456667,-281691.320,0.000,281691.320
0.456795,-274914.235,-13097.267,288011.502
0.456923,-267691.237,-26173.290,293864.527
0.457051,-260034.044,-39206.860,299240.903
0.457179,-251955.074,-52176.836,304131.910
0.457308,-243467.432,-65062.181,308529.613
0.457436,-234584.885,-77841.995,312426.880
0.457564,-225321.840,-90495.549,315817.390
0.457692,-215693.323,-103002.319,318695.643
0.457821,-205714.950,-115342.019,321056.970
0.457949,-195402.907,-127494.634,322897.541
0.458077,-184773.920,-139440.452,324214.372
0.458205,-173845.229,-151160.097,325005.325
0.458333,-162634.560,-162634.560,325269.119
0.458462,-151160.097,-173845.229,325005.325
0.458590,-139440.452,-184773.920,324214.372
0.458718,-127494.634,-195402.907,322897.541
0.458846,-115342.019,-205714.950,321056.970
0.458974,-103002.319,-215693.323,318695.643
0.459103,-90495.549,-225321.840,315817.390
0.459231,-77841.995,-234584.885,312426.880
0.459359,-65062.181,-243467.432,308529.613
0.459487,-52176.836,-251955.074,304131.910
0.459615,-39206.860,-260034.044,299240.903
0.459744,-26173.290,-267691.237,293864.527
0.459872,-13097.267,-274914.235,288011.502
0.460000,-0.000,-281691.320,281691.320
0.460128,13097.267,-288011.502,274914.235
0.460256,26173.290,-293864.527,267691.237
0.460385,39206.860,-299240.903,260034.044
0.460513,52176.836,-304131.910,251955.074
0.460641,65062.181,-308529.613,243467.432
0.460769,77841.995,-312426.880,234584.885
0.460897,90495.549,-315817.390,225321.840
0.461026,103002.319,-318695.643,215693.323
0.461154,115342.019,-321056.970,205714.950
0.461282,127494.634,-322897.541,195402.907
0.461410,139440.452,-324214.372,184773.920
0.461538,151160.097,-325005.325,173845.229
0.461667,162634.560,-325269.119,162634.560
0.461795,173845.229,-325005.325,151160.097
0.461923,184773.920,-324214.372,139440.452
0.462051,195402.907,-322897.541,127494.634
0.462179,205714.950,-321056.970,115342.019
0.462308,215693.323,-318695.643,103002.319
0.462436,225321.840,-315817.390,90495.549
0.462564,234584.885,-312426.880,77841.995
0.462692,243467.432,-308529.613,65062.181
0.462821,251955.074,-304131.910,52176.836
0.462949,260034.044,-299240.903,39206.860
0.463077,267691.237,-293864.527,26173.290
0.463205,274914.235,-288011.502,13097.267
0.463333,281691.320,-281691.320,0.000
0.463462,288011.502,-274914.235,-13097.267
0.463590,293864.527,-267691.237,-26173.290
0.463718,299240.903,-260034.044,-39206.860
0.463846,304131.910,-251955.074,-52176.836
0.463974,308529.613,-243467.432,-65062.181
0.464103,312426.880,-234584.885,-77841.995
0.464231,315817.390,-225321.840,-90495.549
0.464359,318695.643,-215693.323,-103002.319
0.464487,321056.970,-205714.950,-115342.019
0.464615,322897.541,-195402.907,-127494.634
0.464744,324214.372,-184773.920,-139440.452
0.464872,325005.325,-173845.229,-151160.097
0.465000,325269.119,-162634.560,-162634.560
0.465128,325005.325,-151160.097,-173845.229
0.465256,324214.372,-139440.452,-184773.920
0.465385,322897.541,-127494.634,-195402.907
0.465513,321056.970,-115342.019,-205714.950
0.465641,318695.643,-103002.319,-215693.323
0.465769,315817.390,-90495.549,-225321.840
0.465897,312426.880,-77841.995,-234584.885
0.466026,308529.613,-65062.181,-243467.432
0.466154,304131.910,-52176.836,-251955.074
0.466282,299240.903,-39206.860,-260034.044
0.466410,293864.527,-26173.290,-267691.237
0.466538,288011.502,-13097.267,-274914.235
0.466667,281691.320,-0.000,-281691.320
0.466795,274914.235,13097.267,-288011.502
0.466923,267691.237,26173.290,-293864.527
0.467051,260034.044,39206.860,-299240.903
0.467179,251955.074,52176.836,-304131.910
0.467308,243467.432,65062.181,-308529.613
0.467436,234584.885,77841.995,-312426.880
0.467564,225321.840,90495.549,-315817.390
0.467692,215693.323,103002.319,-318695.643
0.467821,205714.950,115342.019,-321056.970
0.467949,195402.907,127494.634,-322897.541
0.468077,184773.920,139440.452,-324214.372
0.468205,173845.229,151160.097,-325005.325
0.468333,162634.560,162634.560,-325269.119
0.468462,151160.097,173845.229,-325005.325
0.468590,139440.452,184773.920,-324214.372
0.468718,127494.634,195402.907,-322897.541
0.468846,115342.019,205714.950,-321056.970
0.468974,103002.319,215693.323,-318695.643
0.469103,90495.549,225321.840,-315817.390
0.469231,77841.995,234584.885,-312426.880
0.469359,65062.181,243467.432,-308529.613
0.469487,52176.836,251955.074,-304131.910
0.469615,39206.860,260034.044,-299240.903
0.469744,26173.290,267691.237,-293864.527
0.469872,13097.267,274914.235,-288011.502
0.470000,0.000,281691.320,-281691.320
0.470128,-13097.267,288011.502,-274914.235
0.470256,-26173.290,293864.527,-267691.237
0.470385,-39206.860,299240.903,-260034.044
0.470513,-52176.836,304131.910,-251955.074
0.470641,-65062.181,308529.613,-243467.432
0.470769,-77841.995,312426.880,-234584.885
0.470897,-90495.549,315817.390,-225321.840
0.471026,-103002.319,318695.643,-215693.323
0.471154,-115342.019,321056.970,-205714.950
0.471282,-127494.634,322897.541,-195402.907
0.471410,-139440.452,324214.372,-184773.920
0.471538,-151160.097,325005.325,-173845.229
0.471667,-162634.560,325269.119,-162634.560
0.471795,-173845.229,325005.325,-151160.097
0.471923,-184773.920,324214.372,-139440.452
0.472051,-195402.907,322897.541,-127494.634
0.472179,-205714.950,321056.970,-115342.019
0.472308,-215693.323,318695.643,-103002.319
0.472436,-225321.840,315817.390,-90495.549
0.472564,-234584.885,312426.880,-77841.995
0.472692,-243467.432,308529.613,-65062.181
0.472821,-251955.074,304131.910,-52176.836
0.472949,-260034.044,299240.903,-39206.860
0.473077,-267691.237,293864.527,-26173.290
0.473205,-274914.235,288011.502,-13097.267
0.473333,-281691.320,281691.320,-0.000
0.473462,-288011.502,274914.235,13097.267
0.473590,-293864.527,267691.237,26173.290
0.473718,-299240.903,260034.044,39206.860
0.473846,-304131.910,251955.074,52176.836
0.473974,-308529.613,243467.432,65062.181
0.474103,-312426.880,234584.885,77841.995
0.474231,-315817.390,225321.840,90495.549
0.474359,-318695.643,215693.323,103002.319
0.474487,-321056.970,205714.950,115342.019
0.474615,-322897.541,195402.907,127494.634
0.474744,-324214.372,184773.920,139440.452
0.474872,-325005.325,173845.229,151160.097
0.475000,-325269.119,162634.560,162634.560
0.475128,-325005.325,151160.097,173845.229
0.475256,-324214.372,139440.452,184773.920
0.475385,-322897.541,127494.634,195402.907
0.475513,-321056.970,115342.019,205714.950
0.475641,-318695.643,103002.319,215693.323
0.475769,-315817.390,90495.549,225321.840
0.475897,-312426.880,77841.995,234584.885
0.476026,-308529.613,65062.181,243467.432
0.476154,-304131.910,52176.836,251955.074
0.476282,-299240.903,39206.860,260034.044
0.476410,-293864.527,26173.290,267691.237
0.476538,-288011.502,13097.267,274914.235
0.476667,-281691.320,0.000,281691.320
0.476795,-274914.235,-13097.267,288011.502
0.476923,-267691.237,-26173.290,293864.527
0.477051,-260034.044,-39206.860,299240.903
0.477179,-251955.074,-52176.836,304131.910
0.477308,-243467.432,-65062.181,308529.613
0.477436,-234584.885,-77841.995,312426.880
0.477564,-225321.840,-90495.549,315817.390
0.477692,-215693.323,-103002.319,318695.643
0.477821,-205714.950,-115342.019,321056.970
0.477949,-195402.907,-127494.634,322897.541
0.478077,-184773.920,-139440.452,324214.372
0.478205,-173845.229,-151160.097,325005.325
0.478333,-162634.560,-162634.560,325269.119
0.478462,-151160.097,-173845.229,325005.325
0.478590,-139440.452,-184773.920,324214.372
0.478718,-127494.634,-195402.907,322897.541
0.478846,-115342.019,-205714.950,321056.970
0.478974,-103002.319,-215693.323,318695.643
0.479103,-90495.549,-225321.840,315817.390
0.479231,-77841.995,-234584.885,312426.880
0.479359,-65062.181,-243467.432,308529.613
0.479487,-52176.836,-251955.074,304131.910
0.479615,-39206.860,-260034.044,299240.903
0.479744,-26173.290,-267691.237,293864.527
0.479872,-13097.267,-274914.235,288011.502
0.480000,-0.000,-281691.320,281691.320
0.480128,13097.267,-288011.502,274914.235
0.480256,26173.290,-293864.527,267691.237
0.480385,39206.860,-299240.903,260034.044
0.480513,52176.836,-304131.910,251955.074
0.480641,65062.181,-308529.613,243467.432
0.480769,77841.995,-312426.880,234584.885
0.480897,90495.549,-315817.390,225321.840
0.481026,103002.319,-318695.643,215693.323
0.481154,115342.019,-321056.970,205714.950
0.481282,127494.634,-322897.541,195402.907
0.481410,139440.452,-324214.372,184773.920
0.481538,151160.097,-325005.325,173845.229
0.481667,162634.560,-325269.119,162634.560
0.481795,173845.229,-325005.325,151160.097
0.481923,184773.920,-324214.372,139440.452
0.482051,195402.907,-322897.541,127494.634
0.482179,205714.950,-321056.970,115342.019
0.482308,215693.323,-318695.643,103002.319
0.482436,225321.840,-315817.390,90495.549
0.482564,234584.885,-312426.880,77841.995
0.482692,243467.432,-308529.613,65062.181
0.482821,251955.074,-304131.910,52176.836
0.482949,260034.044,-299240.903,39206.860
0.483077,267691.237,-293864.527,26173.290
0.483205,274914.235,-288011.502,13097.267
0.483333,281691.320,-281691.320,0.000
0.483462,288011.502,-274914.235,-13097.267
0.483590,293864.527,-267691.237,-26173.290
0.483718,299240.903,-260034.044,-39206.860
0.483846,304131.910,-251955.074,-52176.836
0.483974,308529.613,-243467.432,-65062.181
0.484103,312426.880,-234584.885,-77841.995
0.484231,315817.390,-225321.840,-90495.549
0.484359,318695.643,-215693.323,-103002.319
0.484487,321056.970,-205714.950,-115342.019
0.484615,322897.541,-195402.907,-127494.634
0.484744,324214.372,-184773.920,-139440.452
0.484872,325005.325,-173845.229,-151160.097
0.485000,325269.119,-162634.560,-162634.560
0.485128,325005.325,-151160.097,-173845.229
0.485256,324214.372,-139440.452,-184773.920
0.485385,322897.541,-127494.634,-195402.907
0.485513,321056.970,-115342.019,-205714.950
0.485641,318695.643,-103002.319,-215693.323
0.485769,315817.390,-90495.549,-225321.840
0.485897,312426.880,-77841.995,-234584.885
0.486026,308529.613,-65062.181,-243467.432
0.486154,304131.910,-52176.836,-251955.074
0.486282,299240.903,-39206.860,-260034.044
0.486410,293864.527,-26173.290,-267691.237
0.486538,288011.502,-13097.267,-274914.235
0.486667,281691.320,-0.000,-281691.320
