t_s,U1_mV,U2_mV,U3_mV
0.762179,205714.950,-321056.970,115342.019
0.762308,215693.323,-318695.643,103002.319
0.762436,225321.840,-315817.390,90495.549
0.762564,234584.885,-312426.880,77841.995
0.762692,243467.432,-308529.613,65062.181
0.762821,251955.074,-304131.910,52176.836
0.762949,260034.044,-299240.903,39206.860
0.763077,267691.237,-293864.527,26173.290
0.763205,274914.235,-288011.502,13097.267
0.763333,281691.320,-281691.320,0.000
0.763462,288011.502,-274914.235,-13097.267
0.763590,293864.527,-267691.237,-26173.290
0.763718,299240.903,-260034.044,-39206.860
0.763846,304131.910,-251955.074,-52176.836
0.763974,308529.613,-243467.432,-65062.181
0.764103,312426.880,-234584.885,-77841.995
0.764231,315817.390,-225321.840,-90495.549
0.764359,318695.643,-215693.323,-103002.319
0.764487,321056.970,-205714.950,-115342.019
0.764615,322897.541,-195402.907,-127494.634
0.764744,324214.372,-184773.920,-139440.452
0.764872,325005.325,-173845.229,-151160.097
0.765000,325269.119,-162634.560,-162634.560
0.765128,325005.325,-151160.097,-173845.229
0.765256,324214.372,-139440.452,-184773.920
0.765385,322897.541,-127494.634,-195402.907
0.765513,321056.970,-115342.019,-205714.950
0.765641,318695.643,-103002.319,-215693.323
0.765769,315817.390,-90495.549,-225321.840
0.765897,312426.880,-77841.995,-234584.885
0.766026,308529.613,-65062.181,-243467.432
0.766154,304131.910,-52176.836,-251955.074
0.766282,299240.903,-39206.860,-260034.044
0.766410,293864.527,-26173.290,-267691.237
0.766538,288011.502,-13097.267,-274914.235
0.766667,281691.320,-0.000,-281691.320
0.766795,274914.235,13097.267,-288011.502
0.766923,267691.237,26173.290,-293864.527
0.767051,260034.044,39206.860,-299240.903
0.767179,251955.074,52176.836,-304131.910
0.767308,243467.432,65062.181,-308529.613
0.767436,234584.885,77841.995,-312426.880
0.767564,225321.840,90495.549,-315817.390
0.767692,215693.323,103002.319,-318695.643
0.767821,205714.950,115342.019,-321056.970
0.767949,195402.907,127494.634,-322897.541
0.768077,184773.920,139440.452,-324214.372
0.768205,173845.229,151160.097,-325005.325
0.768333,162634.560,162634.560,-325269.119
0.768462,151160.097,173845.229,-325005.325
0.768590,139440.452,184773.920,-324214.372
0.768718,127494.634,195402.907,-322897.541
0.768846,115342.019,205714.950,-321056.970
0.768974,103002.319,215693.323,-318695.643
0.769103,90495.549,225321.840,-315817.390
0.769231,77841.995,234584.885,-312426.880
0.769359,65062.181,243467.432,-308529.613
0.769487,52176.836,251955.074,-304131.910
0.769615,39206.860,260034.044,-299240.903
0.769744,26173.290,267691.237,-293864.527
0.769872,13097.267,274914.235,-288011.502
0.770000,0.000,281691.320,-281691.320
0.770128,-13097.267,288011.502,-274914.235
0.770256,-26173.290,293864.527,-267691.237
0.770385,-39206.860,299240.903,-260034.044
0.770513,-52176.836,304131.910,-251955.074
0.770641,-65062.181,308529.613,-243467.432
0.770769,-77841.995,312426.880,-234584.885
0.770897,-90495.549,315817.390,-225321.840
0.771026,-103002.319,318695.643,-215693.323
0.771154,-115342.019,321056.970,-205714.950
0.771282,-127494.634,322897.541,-195402.907
0.771410,-139440.452,324214.372,-184773.920
0.771538,-151160.097,325005.325,-173845.229
0.771667,-162634.560,325269.119,-162634.560
0.771795,-173845.229,325005.325,-151160.097
0.771923,-184773.920,324214.372,-139440.452
0.772051,-195402.907,322897.541,-127494.634
0.772179,-205714.950,321056.970,-115342.019
0.772308,-215693.323,318695.643,-103002.319
0.772436,-225321.840,315817.390,-90495.549
0.772564,-234584.885,312426.880,-77841.995
0.772692,-243467.432,308529.613,-65062.181
0.772821,-251955.074,304131.910,-52176.836
0.772949,-260034.044,299240.903,-39206.860
0.773077,-267691.237,293864.527,-26173.290
0.773205,-274914.235,288011.502,-13097.267
0.773333,-281691.320,281691.320,-0.000
0.773462,-288011.502,274914.235,13097.267
0.773590,-293864.527,267691.237,26173.290
0.773718,-299240.903,260034.044,39206.860
0.773846,-304131.910,251955.074,52176.836
0.773974,-308529.613,243467.432,65062.181
0.774103,-312426.880,234584.885,77841.995
0.774231,-315817.390,225321.840,90495.549
0.774359,-318695.643,215693.323,103002.319
0.774487,-321056.970,205714.950,115342.019
0.774615,-322897.541,195402.907,127494.634
0.774744,-324214.372,184773.920,139440.452
0.774872,-325005.325,173845.229,151160.097
0.775000,-325269.119,162634.560,162634.560
0.775128,-325005.325,151160.097,173845.229
0.775256,-324214.372,139440.452,184773.920
0.775385,-322897.541,127494.634,195402.907
0.775513,-321056.970,115342.019,205714.950
0.775641,-318695.643,103002.319,215693.323
0.775769,-315817.390,90495.549,225321.840
0.775897,-312426.880,77841.995,234584.885
0.776026,-308529.613,65062.181,243467.432
0.776154,-304131.910,52176.836,251955.074
0.776282,-299240.903,39206.860,260034.044
0.776410,-293864.527,26173.290,267691.237
0.776538,-288011.502,13097.267,274914.235
0.776667,-281691.320,0.000,281691.320
0.776795,-274914.235,-13097.267,288011.502
0.776923,-267691.237,-26173.290,293864.527
0.777051,-260034.044,-39206.860,299240.903
0.777179,-251955.074,-52176.836,304131.910
0.777308,-243467.432,-65062.181,308529.613
0.777436,-234584.885,-77841.995,312426.880
0.777564,-225321.840,-90495.549,315817.390
0.777692,-215693.323,-103002.319,318695.643
0.777821,-205714.950,-115342.019,321056.970
0.777949,-195402.907,-127494.634,322897.541
0.778077,-184773.920,-139440.452,324214.372
0.778205,-173845.229,-151160.097,325005.325
0.778333,-162634.560,-162634.560,325269.119
0.778462,-151160.097,-173845.229,325005.325
0.778590,-139440.452,-184773.920,324214.372
0.778718,-127494.634,-195402.907,322897.541
0.778846,-115342.019,-205714.950,321056.970
0.778974,-103002.319,-215693.323,318695.643
0.779103,-90495.549,-225321.840,315817.390
0.779231,-77841.995,-234584.885,312426.880
0.779359,-65062.181,-243467.432,308529.613
0.779487,-52176.836,-251955.074,304131.910
0.779615,-39206.860,-260034.044,299240.903
0.779744,-26173.290,-267691.237,293864.527
0.779872,-13097.267,-274914.235,288011.502
0.780000,-0.000,-281691.320,281691.320
0.780128,13097.267,-288011.502,274914.235
0.780256,26173.290,-293864.527,267691.237
0.780385,39206.860,-299240.903,260034.044
0.780513,52176.836,-304131.910,251955.074
0.780641,65062.181,-308529.613,243467.432
0.780769,77841.995,-312426.880,234584.885
0.780897,90495.549,-315817.390,225321.840
0.781026,103002.319,-318695.643,215693.323
0.781154,115342.019,-321056.970,205714.950
0.781282,127494.634,-322897.541,195402.907
0.781410,139440.452,-324214.372,184773.920
0.781538,151160.097,-325005.325,173845.229
0.781667,162634.560,-325269.119,162634.560
0.781795,173845.229,-325005.325,151160.097
0.781923,184773.920,-324214.372,139440.452
0.782051,195402.907,-322897.541,127494.634
0.782179,205714.950,-321056.970,115342.019
0.782308,215693.323,-318695.643,103002.319
0.782436,225321.840,-315817.390,90495.549
0.782564,234584.885,-312426.880,77841.995
0.782692,243467.432,-308529.613,65062.181
0.782821,251955.074,-304131.910,52176.836
0.782949,260034.044,-299240.903,39206.860
0.783077,267691.237,-293864.527,26173.290
0.783205,274914.235,-288011.502,13097.267
0.783333,281691.320,-281691.320,0.000
0.783462,288011.502,-274914.235,-13097.267
0.783590,293864.527,-267691.237,-26173.290
0.783718,299240.903,-260034.044,-39206.860
0.783846,304131.910,-251955.074,-52176.836
0.783974,308529.613,-243467.432,-65062.181
0.784103,312426.880,-234584.885,-77841.995
0.784231,315817.390,-225321.840,-90495.549
0.784359,318695.643,-215693.323,-103002.319
0.784487,321056.970,-205714.950,-115342.019
0.784615,322897.541,-195402.907,-127494.634
0.784744,324214.372,-184773.920,-139440.452
0.784872,325005.325,-173845.229,-151160.097
0.785000,325269.119,-162634.560,-162634.560
0.785128,325005.325,-151160.097,-173845.229
0.785256,324214.372,-139440.452,-184773.920
0.785385,322897.541,-127494.634,-195402.907
0.785513,321056.970,-115342.019,-205714.950
0.785641,318695.643,-103002.319,-215693.323
0.785769,315817.390,-90495.549,-225321.840
0.785897,312426.880,-77841.995,-234584.885
0.786026,308529.613,-65062.181,-243467.432
0.786154,304131.910,-52176.836,-251955.074
0.786282,299240.903,-39206.860,-260034.044
0.786410,293864.527,-26173.290,-267691.237
0.786538,288011.502,-13097.267,-274914.235
0.786667,281691.320,-0.000,-281691.320
0.786795,274914.235,13097.267,-288011.502
0.786923,267691.237,26173.290,-293864.527
0.787051,260034.044,39206.860,-299240.903
0.787179,251955.074,52176.836,-304131.910
0.787308,243467.432,65062.181,-308529.613
0.787436,234584.885,77841.995,-312426.880
0.787564,225321.840,90495.549,-315817.390
0.787692,215693.323,103002.319,-318695.643
0.787821,205714.950,115342.019,-321056.970
0.787949,195402.907,127494.634,-322897.541
0.788077,184773.920,139440.452,-324214.372
0.788205,173845.229,151160.097,-325005.325
0.788333,162634.560,162634.560,-325269.119
0.788462,151160.097,173845.229,-325005.325
0.788590,139440.452,184773.920,-324214.372
0.788718,127494.634,195402.907,-322897.541
0.788846,115342.019,205714.950,-321056.970
0.788974,103002.319,215693.323,-318695.643
0.789103,90495.549,225321.840,-315817.390
0.789231,77841.995,234584.885,-312426.880
0.789359,65062.181,243467.432,-308529.613
0.789487,52176.836,251955.074,-304131.910
0.789615,39206.860,260034.044,-299240.903
0.789744,26173.290,267691.237,-293864.527
0.789872,13097.267,274914.235,-288011.502
0.790000,0.000,281691.320,-281691.320
0.790128,-13097.267,288011.502,-274914.235
0.790256,-26173.290,293864.527,-267691.237
0.790385,-39206.860,299240.903,-260034.044
0.790513,-52176.836,304131.910,-251955.074
0.790641,-65062.181,308529.613,-243467.432
0.790769,-77841.995,312426.880,-234584.885
0.790897,-90495.549,315817.390,-225321.840
0.791026,-103002.319,318695.643,-215693.323
0.791154,-115342.019,321056.970,-205714.950
0.791282,-127494.634,322897.541,-195402.907
0.791410,-139440.452,324214.372,-184773.920
0.791538,-151160.097,325005.325,-173845.229
0.791667,-162634.560,325269.119,-162634.560
0.791795,-173845.229,325005.325,-151160.097
0.791923,-184773.920,324214.372,-139440.452
0.792051,-195402.907,322897.541,-127494.634
0.792179,-205714.950,321056.970,-115342.019
0.792308,-215693.323,318695.643,-103002.319
0.792436,-225321.840,315817.390,-90495.549
0.792564,-234584.885,312426.880,-77841.995
0.792692,-243467.432,308529.613,-65062.181
0.792821,-251955.074,304131.910,-52176.836
0.792949,-260034.044,299240.903,-39206.860
0.793077,-267691.237,293864.527,-26173.290
0.793205,-274914.235,288011.502,-13097.267
0.793333,-281691.320,281691.320,-0.000
0.793462,-288011.502,274914.235,13097.267
0.793590,-293864.527,267691.237,26173.290
0.793718,-299240.903,260034.044,39206.860
0.793846,-304131.910,251955.074,52176.836
0.793974,-308529.613,243467.432,65062.181
0.794103,-312426.880,234584.885,77841.995
0.794231,-315817.390,225321.840,90495.549
0.794359,-318695.643,215693.323,103002.319
0.794487,-321056.970,205714.950,115342.019
0.794615,-322897.541,195402.907,127494.634
0.794744,-324214.372,184773.920,139440.452
0.794872,-325005.325,173845.229,151160.097
0.795000,-325269.119,162634.560,162634.560
0.795128,-325005.325,151160.097,173845.229
0.795256,-324214.372,139440.452,184773.920
0.795385,-322897.541,127494.634,195402.907
0.795513,-321056.970,115342.019,205714.950
0.795641,-318695.643,103002.319,215693.323
0.795769,-315817.390,90495.549,225321.840
0.795897,-312426.880,77841.995,234584.885
0.796026,-308529.613,65062.181,243467.432
0.796154,-304131.910,52176.836,251955.074
0.796282,-299240.903,39206.860,260034.044
0.796410,-293864.527,26173.290,267691.237
0.796538,-288011.502,13097.267,274914.235
0.796667,-281691.320,0.000,281691.320
0.796795,-274914.235,-13097.267,288011.502
0.796923,-267691.237,-26173.290,293864.527
0.797051,-260034.044,-39206.860,299240.903
0.797179,-251955.074,-52176.836,304131.910
0.797308,-243467.432,-65062.181,308529.613
0.797436,-234584.885,-77841.995,312426.880
0.797564,-225321.840,-90495.549,315817.390
0.797692,-215693.323,-103002.319,318695.643
0.797821,-205714.950,-115342.019,321056.970
0.797949,-195402.907,-127494.634,322897.541
0.798077,-184773.920,-139440.452,324214.372
0.798205,-173845.229,-151160.097,325005.325
0.798333,-162634.560,-162634.560,325269.119
0.798462,-151160.097,-173845.229,325005.325
0.798590,-139440.452,-184773.920,324214.372
0.798718,-127494.634,-195402.907,322897.541
0.798846,-115342.019,-205714.950,321056.970
0.798974,-103002.319,-215693.323,318695.643
0.799103,-90495.549,-225321.840,315817.390
0.799231,-77841.995,-234584.885,312426.880
0.799359,-65062.181,-243467.432,308529.613
0.799487,-52176.836,-251955.074,304131.910
0.799615,-39206.860,-260034.044,299240.903
0.799744,-26173.290,-267691.237,293864.527
0.799872,-13097.267,-274914.235,288011.502
0.800000,-0.000,-281691.320,281691.320
0.800128,13097.267,-288011.502,274914.235
0.800256,26173.290,-293864.527,267691.237
0.800385,39206.860,-299240.903,260034.044
0.800513,52176.836,-304131.910,251955.074
0.800641,65062.181,-308529.613,243467.432
0.800769,77841.995,-312426.880,234584.885
0.800897,90495.549,-315817.390,225321.840
0.801026,103002.319,-318695.643,215693.323
0.801154,115342.019,-321056.970,205714.950
0.801282,127494.634,-322897.541,195402.907
0.801410,139440.452,-324214.372,184773.920
0.801538,151160.097,-325005.325,173845.229
0.801667,162634.560,-325269.119,162634.560
0.801795,173845.229,-325005.325,151160.097
0.801923,184773.920,-324214.372,139440.452
0.802051,195402.907,-322897.541,127494.634
0.802179,205714.950,-321056.970,115342.019
0.802308,215693.323,-318695.643,103002.319
0.802436,225321.840,-315817.390,90495.549
0.802564,234584.885,-312426.880,77841.995
0.802692,243467.432,-308529.613,65062.181
0.802821,251955.074,-304131.910,52176.836
0.802949,260034.044,-299240.903,39206.860
0.803077,267691.237,-293864.527,26173.290
0.803205,274914.235,-288011.502,13097.267
0.803333,281691.320,-281691.320,0.000
0.803462,288011.502,-274914.235,-13097.267
0.803590,293864.527,-267691.237,-26173.290
0.803718,299240.903,-260034.044,-39206.860
0.803846,304131.910,-251955.074,-52176.836
0.803974,308529.613,-243467.432,-65062.181
0.804103,312426.880,-234584.885,-77841.995
0.804231,315817.390,-225321.840,-90495.549
0.804359,318695.643,-215693.323,-103002.319
0.804487,321056.970,-205714.950,-115342.019
0.804615,322897.541,-195402.907,-127494.634
0.804744,324214.372,-184773.920,-139440.452
0.804872,325005.325,-173845.229,-151160.097
0.805000,325269.119,-162634.560,-162634.560
0.805128,325005.325,-151160.097,-173845.229
0.805256,324214.372,-139440.452,-184773.920
0.805385,322897.541,-127494.634,-195402.907
0.805513,321056.970,-115342.019,-205714.950
0.805641,318695.643,-103002.319,-215693.323
0.805769,315817.390,-90495.549,-225321.840
0.805897,312426.880,-77841.995,-234584.885
0.806026,308529.613,-65062.181,-243467.432
0.806154,304131.910,-52176.836,-251955.074
0.806282,299240.903,-39206.860,-260034.044
0.806410,293864.527,-26173.290,-267691.237
0.806538,288011.502,-13097.267,-274914.235
0.806667,281691.320,-0.000,-281691.320
0.806795,274914.235,13097.267,-288011.502
0.806923,267691.237,26173.290,-293864.527
0.807051,260034.044,39206.860,-299240.903
0.807179,251955.074,52176.836,-304131.910
0.807308,243467.432,65062.181,-308529.613
0.807436,234584.885,77841.995,-312426.880
0.807564,225321.840,90495.549,-315817.390
0.807692,215693.323,103002.319,-318695.643
0.807821,205714.950,115342.019,-321056.970
0.807949,195402.907,127494.634,-322897.541
0.808077,184773.920,139440.452,-324214.372
0.808205,173845.229,151160.097,-325005.325
0.808333,162634.560,162634.560,-325269.119
0.808462,151160.097,173845.229,-325005.325
0.808590,139440.452,184773.920,-324214.372
0.808718,127494.634,195402.907,-322897.541
0.808846,115342.019,205714.950,-321056.970
0.808974,103002.319,215693.323,-318695.643
0.809103,90495.549,225321.840,-315817.390
0.809231,77841.995,234584.885,-312426.880
0.809359,65062.181,243467.432,-308529.613
0.809487,52176.836,251955.074,-304131.910
0.809615,39206.860,260034.044,-299240.903
0.809744,26173.290,267691.237,-293864.527
0.809872,13097.267,274914.235,-288011.502
0.810000,0.000,281691.320,-281691.320
0.810128,-13097.267,288011.502,-274914.235
0.810256,-26173.290,293864.527,-267691.237
0.810385,-39206.860,299240.903,-260034.044
0.810513,-52176.836,304131.910,-251955.074
0.810641,-65062.181,308529.613,-243467.432
0.810769,-77841.995,312426.880,-234584.885
0.810897,-90495.549,315817.390,-225321.840
0.811026,-103002.319,318695.643,-215693.323
0.811154,-115342.019,321056.970,-205714.950
0.811282,-127494.634,322897.541,-195402.907
0.811410,-139440.452,324214.372,-184773.920
0.811538,-151160.097,325005.325,-173845.229
0.811667,-162634.560,325269.119,-162634.560
0.811795,-173845.229,325005.325,-151160.097
0.811923,-184773.920,324214.372,-139440.452
0.812051,-195402.907,322897.541,-127494.634
0.812179,-205714.950,321056.970,-115342.019
0.812308,-215693.323,318695.643,-103002.319
0.812436,-225321.840,315817.390,-90495.549
0.812564,-234584.885,312426.880,-77841.995
0.812692,-243467.432,308529.613,-65062.181
0.812821,-251955.074,304131.910,-52176.836
0.812949,-260034.044,299240.903,-39206.860
0.813077,-267691.237,293864.527,-26173.290
0.813205,-274914.235,288011.502,-13097.267
0.813333,-281691.320,281691.320,-0.000
0.813462,-288011.502,274914.235,13097.267
0.813590,-293864.527,267691.237,26173.290
0.813718,-299240.903,260034.044,39206.860
0.813846,-304131.910,251955.074,52176.836
0.813974,-308529.613,243467.432,65062.181
0.814103,-312426.880,234584.885,77841.995
0.814231,-315817.390,225321.840,90495.549
0.814359,-318695.643,215693.323,103002.319
0.814487,-321056.970,205714.950,115342.019
0.814615,-322897.541,195402.907,127494.634
0.814744,-324214.372,184773.920,139440.452
0.814872,-325005.325,173845.229,151160.097
0.815000,-325269.119,162634.560,162634.560
0.815128,-325005.325,151160.097,173845.229
0.815256,-324214.372,139440.452,184773.920
0.815385,-322897.541,127494.634,195402.907
0.815513,-321056.970,115342.019,205714.950
0.815641,-318695.643,103002.319,215693.323
0.815769,-315817.390,90495.549,225321.840
0.815897,-312426.880,77841.995,234584.885
0.816026,-308529.613,65062.181,243467.432
0.816154,-304131.910,52176.836,251955.074
0.816282,-299240.903,39206.860,260034.044
0.816410,-293864.527,26173.290,267691.237
0.816538,-288011.502,13097.267,274914.235
0.816667,-281691.320,0.000,281691.320
0.816795,-274914.235,-13097.267,288011.502
0.816923,-267691.237,-26173.290,293864.527
0.817051,-260034.044,-39206.860,299240.903
0.817179,-251955.074,-52176.836,304131.910
0.817308,-243467.432,-65062.181,308529.613
0.817436,-234584.885,-77841.995,312426.880
0.817564,-225321.840,-90495.549,315817.390
0.817692,-215693.323,-103002.319,318695.643
0.817821,-205714.950,-115342.019,321056.970
0.817949,-195402.907,-127494.634,322897.541
0.818077,-184773.920,-139440.452,324214.372
0.818205,-173845.229,-151160.097,325005.325
0.818333,-162634.560,-162634.560,325269.119
0.818462,-151160.097,-173845.229,325005.325
0.818590,-139440.452,-184773.920,324214.372
0.818718,-127494.634,-195402.907,322897.541
0.818846,-115342.019,-205714.950,321056.970
0.818974,-103002.319,-215693.323,318695.643
0.819103,-90495.549,-225321.840,315817.390
0.819231,-77841.995,-234584.885,312426.880
0.819359,-65062.181,-243467.432,308529.613
0.819487,-52176.836,-251955.074,304131.910
0.819615,-39206.860,-260034.044,299240.903
0.819744,-26173.290,-267691.237,293864.527
0.819872,-13097.267,-274914.235,288011.502
0.820000,-0.000,-281691.320,281691.320
0.820128,13097.267,-288011.502,274914.235
0.820256,26173.290,-293864.527,267691.237
0.820385,39206.860,-299240.903,260034.044
0.820513,52176.836,-304131.910,251955.074
0.820641,65062.181,-308529.613,243467.432
0.820769,77841.995,-312426.880,234584.885
0.820897,90495.549,-315817.390,225321.840
0.821026,103002.319,-318695.643,215693.323
0.821154,115342.019,-321056.970,205714.950
0.821282,127494.634,-322897.541,195402.907
0.821410,139440.452,-324214.372,184773.920
0.821538,151160.097,-325005.325,173845.229
0.821667,162634.560,-325269.119,162634.560
0.821795,173845.229,-325005.325,151160.097
0.821923,184773.920,-324214.372,139440.452
0.822051,195402.907,-322897.541,127494.634
0.822179,205714.950,-321056.970,115342.019
0.822308,215693.323,-318695.643,103002.319
0.822436,225321.840,-315817.390,90495.549
0.822564,234584.885,-312426.880,77841.995
0.822692,243467.432,-308529.613,65062.181
0.822821,251955.074,-304131.910,52176.836
0.822949,260034.044,-299240.903,39206.860
0.823077,267691.237,-293864.527,26173.290
0.823205,274914.235,-288011.502,13097.267
0.823333,281691.320,-281691.320,0.000
0.823462,288011.502,-274914.235,-13097.267
0.823590,293864.527,-267691.237,-26173.290
0.823718,299240.903,-260034.044,-39206.860
0.823846,304131.910,-251955.074,-52176.836
0.823974,308529.613,-243467.432,-65062.181
0.824103,312426.880,-234584.885,-77841.995
0.824231,315817.390,-225321.840,-90495.549
0.824359,318695.643,-215693.323,-103002.319
0.824487,321056.970,-205714.950,-115342.019
0.824615,322897.541,-195402.907,-127494.634
0.824744,324214.372,-184773.920,-139440.452
0.824872,325005.325,-173845.229,-151160.097
0.825000,325269.119,-162634.560,-162634.560
0.825128,325005.325,-151160.097,-173845.229
0.825256,324214.372,-139440.452,-184773.920
0.825385,322897.541,-127494.634,-195402.907
0.825513,321056.970,-115342.019,-205714.950
0.825641,318695.643,-103002.319,-215693.323
0.825769,315817.390,-90495.549,-225321.840
0.825897,312426.880,-77841.995,-234584.885
0.826026,308529.613,-65062.181,-243467.432
0.826154,304131.910,-52176.836,-251955.074
0.826282,299240.903,-39206.860,-260034.044
0.826410,293864.527,-26173.290,-267691.237
0.826538,288011.502,-13097.267,-274914.235
0.826667,281691.320,-0.000,-281691.320
0.826795,274914.235,13097.267,-288011.502
0.826923,267691.237,26173.290,-293864.527
0.827051,260034.044,39206.860,-299240.903
0.827179,251955.074,52176.836,-304131.910
0.827308,243467.432,65062.181,-308529.613
0.827436,234584.885,77841.995,-312426.880
0.827564,225321.840,90495.549,-315817.390
0.827692,215693.323,103002.319,-318695.643
0.827821,205714.950,115342.019,-321056.970
0.827949,195402.907,127494.634,-322897.541
0.828077,184773.920,139440.452,-324214.372
0.828205,173845.229,151160.097,-325005.325
0.828333,162634.560,162634.560,-325269.119
0.828462,151160.097,173845.229,-325005.325
0.828590,139440.452,184773.920,-324214.372
0.828718,127494.634,195402.907,-322897.541
0.828846,115342.019,205714.950,-321056.970
0.828974,103002.319,215693.323,-318695.643
0.829103,90495.549,225321.840,-315817.390
0.829231,77841.995,234584.885,-312426.880
0.829359,65062.181,243467.432,-308529.613
0.829487,52176.836,251955.074,-304131.910
0.829615,39206.860,260034.044,-299240.903
0.829744,26173.290,267691.237,-293864.527
0.829872,13097.267,274914.235,-288011.502
0.830000,0.000,281691.320,-281691.320
0.830128,-13097.267,288011.502,-274914.235
0.830256,-26173.290,293864.527,-267691.237
0.830385,-39206.860,299240.903,-260034.044
0.830513,-52176.836,304131.910,-251955.074
0.830641,-65062.181,308529.613,-243467.432
0.830769,-77841.995,312426.880,-234584.885
0.830897,-90495.549,315817.390,-225321.840
0.831026,-103002.319,318695.643,-215693.323
0.831154,-115342.019,321056.970,-205714.950
0.831282,-127494.634,322897.541,-195402.907
0.831410,-139440.452,324214.372,-184773.920
0.831538,-151160.097,325005.325,-173845.229
0.831667,-162634.560,325269.119,-162634.560
0.831795,-173845.229,325005.325,-151160.097
0.831923,-184773.920,324214.372,-139440.452
0.832051,-195402.907,322897.541,-127494.634
0.832179,-205714.950,321056.970,-115342.019
0.832308,-215693.323,318695.643,-103002.319
0.832436,-225321.840,315817.390,-90495.549
0.832564,-234584.885,312426.880,-77841.995
0.832692,-243467.432,308529.613,-65062.181
0.832821,-251955.074,304131.910,-52176.836
0.832949,-260034.044,299240.903,-39206.860
0.833077,-267691.237,293864.527,-26173.290
0.833205,-274914.235,288011.502,-13097.267
0.833333,-281691.320,281691.320,-0.000
0.833462,-288011.502,274914.235,13097.267
0.833590,-293864.527,267691.237,26173.290
0.833718,-299240.903,260034.044,39206.860
0.833846,-304131.910,251955.074,52176.836
0.833974,-308529.613,243467.432,65062.181
0.834103,-312426.880,234584.885,77841.995
0.834231,-315817.390,225321.840,90495.549
0.834359,-318695.643,215693.323,103002.319
0.834487,-321056.970,205714.950,115342.019
0.834615,-322897.541,195402.907,127494.634
0.834744,-324214.372,184773.920,139440.452
0.834872,-325005.325,173845.229,151160.097
0.835000,-325269.119,162634.560,162634.560
0.835128,-325005.325,151160.097,173845.229
0.835256,-324214.372,139440.452,184773.920
0.835385,-322897.541,127494.634,195402.907
0.835513,-321056.970,115342.019,205714.950
0.835641,-318695.643,103002.319,215693.323
0.835769,-315817.390,90495.549,225321.840
0.835897,-312426.880,77841.995,234584.885
0.836026,-308529.613,65062.181,243467.432
0.836154,-304131.910,52176.836,251955.074
0.836282,-299240.903,39206.860,260034.044
0.836410,-293864.527,26173.290,267691.237
0.836538,-288011.502,13097.267,274914.235
0.836667,-281691.320,0.000,281691.320
0.836795,-274914.235,-13097.267,288011.502
0.836923,-267691.237,-26173.290,293864.527
0.837051,-260034.044,-39206.860,299240.903
0.837179,-251955.074,-52176.836,304131.910
0.837308,-243467.432,-65062.181,308529.613
0.837436,-234584.885,-77841.995,312426.880
0.837564,-225321.840,-90495.549,315817.390
0.837692,-215693.323,-103002.319,318695.643
0.837821,-205714.950,-115342.019,321056.970
0.837949,-195402.907,-127494.634,322897.541
0.838077,-184773.920,-139440.452,324214.372
0.838205,-173845.229,-151160.097,325005.325
0.838333,-162634.560,-162634.560,325269.119
0.838462,-151160.097,-173845.229,325005.325
0.838590,-139440.452,-184773.920,324214.372
0.838718,-127494.634,-195402.907,322897.541
0.838846,-115342.019,-205714.950,321056.970
0.838974,-103002.319,-215693.323,318695.643
0.839103,-90495.549,-225321.840,315817.390
0.839231,-77841.995,-234584.885,312426.880
0.839359,-65062.181,-243467.432,308529.613
0.839487,-52176.836,-251955.074,304131.910
0.839615,-39206.860,-260034.044,299240.903
0.839744,-26173.290,-267691.237,293864.527
0.839872,-13097.267,-274914.235,288011.502
0.840000,-0.000,-281691.320,281691.320
0.840128,13097.267,-288011.502,274914.235
0.840256,26173.290,-293864.527,267691.237
0.840385,39206.860,-299240.903,260034.044
0.840513,52176.836,-304131.910,251955.074
0.840641,65062.181,-308529.613,243467.432
0.840769,77841.995,-312426.880,234584.885
0.840897,90495.549,-315817.390,225321.840
0.841026,103002.319,-318695.643,215693.323
0.841154,115342.019,-321056.970,205714.950
0.841282,127494.634,-322897.541,195402.907
0.841410,139440.452,-324214.372,184773.920
0.841538,151160.097,-325005.325,173845.229
0.841667,162634.560,-325269.119,162634.560
0.841795,173845.229,-325005.325,151160.097
0.841923,184773.920,-324214.372,139440.452
0.842051,195402.907,-322897.541,127494.634
0.842179,205714.950,-321056.970,115342.019
0.842308,215693.323,-318695.643,103002.319
0.842436,225321.840,-315817.390,90495.549
0.842564,234584.885,-312426.880,77841.995
0.842692,243467.432,-308529.613,65062.181
0.842821,251955.074,-304131.910,52176.836
0.842949,260034.044,-299240.903,39206.860
0.843077,267691.237,-293864.527,26173.290
0.843205,274914.235,-288011.502,13097.267
0.843333,281691.320,-281691.320,0.000
0.843462,288011.502,-274914.235,-13097.267
0.843590,293864.527,-267691.237,-26173.290
0.843718,299240.903,-260034.044,-39206.860
0.843846,304131.910,-251955.074,-52176.836
0.843974,308529.613,-243467.432,-65062.181
0.844103,312426.880,-234584.885,-77841.995
0.844231,315817.390,-225321.840,-90495.549
0.844359,318695.643,-215693.323,-103002.319
0.844487,321056.970,-205714.950,-115342.019
0.844615,322897.541,-195402.907,-127494.634
0.844744,324214.372,-184773.920,-139440.452
0.844872,325005.325,-173845.229,-151160.097
0.845000,325269.119,-162634.560,-162634.560
0.845128,325005.325,-151160.097,-173845.229
0.845256,324214.372,-139440.452,-184773.920
0.845385,322897.541,-127494.634,-195402.907
0.845513,321056.970,-115342.019,-205714.950
